Code plate-forme;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
01912-1;0087396077;;Vivoin - Beaumont;72170;380;Vivoin;72;Sarthe;0.1447829;48.2302093;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""VBT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vivoin - Beaumont"", ""Alias_Libelle_Fronton"": ""Vivoin - Beaumont"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""VIVOIN BEAUMONT GARE""}";Vivoin - Beaumont;Vivoin - Beaumont;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;VIVOIN BEAUMONT GARE;1;VBT;48.2302093,0.1447829
01209-1;0087590331;;Haluchère Batignolles;44000;109;Nantes;44;Loire-Atlantique;-1.5224436;47.249142;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""HAD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Haluchère Batignolles"", ""Alias_Libelle_Fronton"": ""Haluchère Batignolles"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": null}";Haluchère Batignolles;Haluchère Batignolles;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;;1;HAD;47.249142,-1.5224436
01530-1;0087487637;;Montreuil-Bellay;49260;215;Montreuil-Bellay;49;Maine-et-Loire;-0.1482834;47.1254181;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""MBL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montreuil-Bellay"", ""Alias_Libelle_Fronton"": ""Montreuil-Bellay"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""MONTREUIL BELLAY GARE""}";Montreuil-Bellay;Montreuil-Bellay;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;MONTREUIL BELLAY GARE;1;MBL;47.1254181,-0.1482834
01535-1;0087487009;;Thouars;79100;329;Thouars;79;Deux-Sèvres;-0.2097941;46.9852442;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""THQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thouars"", ""Alias_Libelle_Fronton"": ""Thouars"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""THOUARS GARE""}";Thouars;Thouars;True;False;DTG Nouvelle Aquitaine;REGION PAYS DE LA LOIRE;UG Poitou-Charentes;THOUARS GARE;1;THQ;46.9852442,-0.2097941
01539-1;0087486449;;Les Sables-d'Olonne;85100;194;Sables-d'Olonne;85;Vendée;-1.781050;46.499917;b;2;Gare Les Sables d'Olonne;"[{""TVS_Code"": ""LSO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Sables-d'Olonne"", ""Alias_Libelle_Fronton"": ""Les Sables-d'Olonne"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LES SABLES D OLONNE GARE""}";Les Sables-d'Olonne;Les Sables-d'Olonne;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LES SABLES D OLONNE GARE;1;LSO;46.499917,-1.78105
01541-1;0087486423;;La Mothe-Achard;85150;152;Achards;85;Vendée;-1.6596359;46.6068648;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""LEH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Mothe-Achard"", ""Alias_Libelle_Fronton"": ""La Mothe-Achard"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA MOTHE ACHARD GARE""}";La Mothe-Achard;La Mothe-Achard;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA MOTHE ACHARD GARE;1;LEH;46.6068648,-1.6596359
01576-1;0087484329;;Savennières - Béhuard;49170;329;Savennières;49;Maine-et-Loire;-0.6540004;47.3817332;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ZVN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Savennières - Béhuard"", ""Alias_Libelle_Fronton"": ""Savennières - Béhuard"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAVENNIERES BEHUARD HALTE""}";Savennières - Béhuard;Savennières - Béhuard;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAVENNIERES BEHUARD HALTE;1;ZVN;47.3817332,-0.6540004
01590-1;0087481812;;Saint-Étienne-de-Montluc;44360;158;Saint-Étienne-de-Montluc;44;Loire-Atlantique;-1.7857107;47.2747167;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SDQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Étienne-de-Montluc"", ""Alias_Libelle_Fronton"": ""Saint-Étienne-de-Montluc"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT ETIENNE DE MONTLUC GARE""}";Saint-Étienne-de-Montluc;Saint-Étienne-de-Montluc;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT ETIENNE DE MONTLUC GARE;1;SDQ;47.2747167,-1.7857107
01599-1;0087481705;;Saint-Nazaire;44600;184;Saint-Nazaire;44;Loire-Atlantique;-2.211096;47.286412;a;2;GARE ST NAZAIRE;"[{""TVS_Code"": ""SNA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Nazaire"", ""Alias_Libelle_Fronton"": ""Saint-Nazaire"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT NAZAIRE GARE""}";Saint-Nazaire;Saint-Nazaire;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT NAZAIRE GARE;1;SNA;47.286412,-2.211096
01601-1;0087481689;;La Croix de Méan;44600;184;Saint-Nazaire;44;Loire-Atlantique;-2.1932575;47.300426;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""XDM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Croix de Méan"", ""Alias_Libelle_Fronton"": ""La Croix de Méan"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA CROIX DE MEAN HALTE""}";La Croix de Méan;La Croix de Méan;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA CROIX DE MEAN HALTE;1;XDM;47.300426,-2.1932575
01604-1;0087481614;;Abbaretz;44170;001;Abbaretz;44;Loire-Atlantique;-1.5244159;47.5546432;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""AAR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Abbaretz"", ""Alias_Libelle_Fronton"": ""Abbaretz"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""ABBARETZ GARE""}";Abbaretz;Abbaretz;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;ABBARETZ GARE;1;AAR;47.5546432,-1.5244159
01608-1;0087481465;;Montaigu;85600;146;Montaigu;85;Vendée;-1.316236;46.983705;b;1;Gare Montaigu (Vendée);"[{""TVS_Code"": ""MTV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montaigu"", ""Alias_Libelle_Fronton"": ""Montaigu"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""MONTAIGU VENDEE GARE""}";Montaigu;Montaigu;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;MONTAIGU VENDEE GARE;1;MTV;46.983705,-1.316236
01613-1;0087481416;;La Haie-Fouassière;44690;070;Haie-Fouassière;44;Loire-Atlantique;-1.392195;47.1615899;b;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""LHE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Haie-Fouassière"", ""Alias_Libelle_Fronton"": ""La Haie-Fouassière"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA HAIE FOUASSIERE GARE""}";La Haie-Fouassière;La Haie-Fouassière;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA HAIE FOUASSIERE GARE;1;LHE;47.1615899,-1.392195
01614-1;0087481408;;Vertou;44120;215;Vertou;44;Loire-Atlantique;-1.4780052;47.1861428;b;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""VTU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vertou"", ""Alias_Libelle_Fronton"": ""Vertou"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""VERTOU GARE""}";Vertou;Vertou;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;VERTOU GARE;1;VTU;47.1861428,-1.4780052
01615-1;0087481390;;Challans;85300;047;Challans;85;Vendée;-1.871879;46.843962;b;1;Gare Challans;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Challans"", ""Alias_Libelle_Fronton"": ""Challans"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CHALLANS GARE""}";Challans;Challans;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CHALLANS GARE;1;;46.843962,-1.871879
01619-1;0087481259;;Les Moutiers-en-Retz;44580;106;Moutiers-en-Retz;44;Loire-Atlantique;-2.0009628;47.0618983;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""MVB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Moutiers-en-Retz"", ""Alias_Libelle_Fronton"": ""Les Moutiers-en-Retz"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LES MOUTIERS GARE""}";Les Moutiers-en-Retz;Les Moutiers-en-Retz;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LES MOUTIERS GARE;1;MVB;47.0618983,-2.0009628
01621-1;0087481234;;Saint-Hilaire-de-Chaléons;44680;164;Saint-Hilaire-de-Chaléons;44;Loire-Atlantique;-1.8650604;47.1057704;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ILA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Hilaire-de-Chaléons"", ""Alias_Libelle_Fronton"": ""Saint-Hilaire-de-Chaléons"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT HILAIRE DE CHALEONS GARE""}";Saint-Hilaire-de-Chaléons;Saint-Hilaire-de-Chaléons;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT HILAIRE DE CHALEONS GARE;1;ILA;47.1057704,-1.8650604
01625-1;0087481192;;Ancenis;44150;003;Ancenis;44;Loire-Atlantique;-1.177763;47.369334;b;2;GARE ANCENIS;"[{""TVS_Code"": ""ANC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ancenis"", ""Alias_Libelle_Fronton"": ""Ancenis"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""ANCENIS GARE""}";Ancenis;Ancenis;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;ANCENIS GARE;1;ANC;47.369334,-1.177763
01629-1;0087481150;;Mauves-sur-Loire;44470;094;Mauves-sur-Loire;44;Loire-Atlantique;-1.3893042;47.2930211;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""MUE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mauves-sur-Loire"", ""Alias_Libelle_Fronton"": ""Mauves-sur-Loire"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""MAUVES SUR LOIRE GARE""}";Mauves-sur-Loire;Mauves-sur-Loire;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;MAUVES SUR LOIRE GARE;1;MUE;47.2930211,-1.3893042
01636-1;0087478750;;Port-Brillet;53410;182;Port-Brillet;53;Mayenne;-0.9740682;48.1106724;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""PTT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Port-Brillet"", ""Alias_Libelle_Fronton"": ""Port-Brillet"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""PORT BRILLET GARE""}";Port-Brillet;Port-Brillet;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;PORT BRILLET GARE;1;PTT;48.1106724,-0.9740682
01639-1;0087478552;;Évron;53600;097;Évron;53;Mayenne;-0.397338;48.155501;b;1;Gare Evron;"[{""TVS_Code"": ""EVN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Évron"", ""Alias_Libelle_Fronton"": ""Évron"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""EVRON GARE""}";Évron;Évron;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;EVRON GARE;1;EVN;48.155501,-0.397338
01890-1;0087396580;;Mayet;72360;191;Mayet;72;Sarthe;0.2659384;47.7601465;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""MYT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mayet"", ""Alias_Libelle_Fronton"": ""Mayet"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""MAYET GARE""}";Mayet;Mayet;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;MAYET GARE;1;MYT;47.7601465,0.2659384
01897-1;0087396366;;La Suze-sur-Sarthe;72210;346;Suze-sur-Sarthe;72;Sarthe;0.0266367;47.8919891;b;1;Gare La Suze;"[{""TVS_Code"": ""LSZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Suze-sur-Sarthe"", ""Alias_Libelle_Fronton"": ""La Suze"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA SUZE GARE""}";La Suze-sur-Sarthe;La Suze;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA SUZE GARE;1;LSZ;47.8919891,0.0266367
01898-1;0087396358;;Voivres-lès-le-Mans;72210;381;Voivres-lès-le-Mans;72;Sarthe;0.0853466;47.9304199;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""VOI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Voivres-lès-le-Mans"", ""Alias_Libelle_Fronton"": ""Voivres"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""VOIVRES GARE""}";Voivres-lès-le-Mans;Voivres;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;VOIVRES GARE;1;VOI;47.9304199,0.0853466
01905-1;0087396275;;Champagné;72470;054;Champagné;72;Sarthe;0.3352253;48.0197118;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""CGZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Champagné"", ""Alias_Libelle_Fronton"": ""Champagné"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CHAMPAGNE GARE""}";Champagné;Champagné;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CHAMPAGNE GARE;1;CGZ;48.0197118,0.3352253
01907-1;0087396234;;Sillé-le-Guillaume;72140;334;Sillé-le-Guillaume;72;Sarthe;-0.1289696;48.1818735;b;1;Gare Sillé Le Guillaume;"[{""TVS_Code"": ""SLG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sillé-le-Guillaume"", ""Alias_Libelle_Fronton"": ""Sillé-le-Guillaume"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SILLE LE GUILLAUME GARE""}";Sillé-le-Guillaume;Sillé-le-Guillaume;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SILLE LE GUILLAUME GARE;1;SLG;48.1818735,-0.1289696
01910-1;0087396200;;Domfront-en-Champagne;72240;119;Domfront-en-Champagne;72;Sarthe;0.0262592;48.1076766;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""DFO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Domfront-en-Champagne"", ""Alias_Libelle_Fronton"": ""Domfront"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""DOMFRONT (SARTHE) GARE""}";Domfront-en-Champagne;Domfront;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;DOMFRONT (SARTHE) GARE;1;DFO;48.1076766,0.0262592
02206-1;0087321745;;Penhoët;44600;184;Saint-Nazaire;44;Loire-Atlantique;-2.2008664;47.2907444;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SZP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Penhoët"", ""Alias_Libelle_Fronton"": ""Penhoët"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT NAZAIRE TRIAGE ET DESSERTE PORT""}";Penhoët;Penhoët;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT NAZAIRE TRIAGE ET DESSERTE PORT;1;SZP;47.2907444,-2.2008664
